EL ORO;ANTABAMBA;1
HUAQUIRCA;ANTABAMBA;1
JUAN ESPINOZA MEDRANO;ANTABAMBA;1
OROPESA;ANTABAMBA;1
PACHACONAS;ANTABAMBA;1
SABAINO;ANTABAMBA;1
ACZO;ANTONIO RAYMONDI;1
CHACCHO;ANTONIO RAYMONDI;1
LLAMELLIN;ANTONIO RAYMONDI;1
MIRGAS;ANTONIO RAYMONDI;1
SAN JUAN DE RONTOY;ANTONIO RAYMONDI;1
ALTO SELVA ALEGRE;AREQUIPA;1
AREQUIPA;AREQUIPA;1
CAYMA;AREQUIPA;1
CHARACATO;AREQUIPA;1
CHIGUATA;AREQUIPA;1
JACOBO HUNTER;AREQUIPA;1
JOSE LUIS BUSTAMANTE Y RIVERO;AREQUIPA;1
LA JOYA;AREQUIPA;1
MARIANO MELGAR;AREQUIPA;1
MIRAFLORES;AREQUIPA;1
MOLLEBAYA;AREQUIPA;1
PAUCARPATA;AREQUIPA;1
POCSI;AREQUIPA;1
POLOBAYA;AREQUIPA;1
QUEQUE??;AREQUIPA;1
SABANDIA;AREQUIPA;1
SACHACA;AREQUIPA;1
SAN JUAN DE SIGUAS;AREQUIPA;1
SAN JUAN DE TARUCANI;AREQUIPA;1
SANTA ISABEL DE SIGUAS;AREQUIPA;1
SANTA RITA DE SIGUAS;AREQUIPA;1
SOCABAYA;AREQUIPA;1
TIABAYA;AREQUIPA;1
VITOR;AREQUIPA;1
YANAHUARA;AREQUIPA;1
YARABAMBA;AREQUIPA;1
YURA;AREQUIPA;1
ASCOPE;ASCOPE;1
CASA GRANDE;ASCOPE;1
CHICAMA;ASCOPE;1
CHOCOPE;ASCOPE;1
MAGDALENA DE CAO;ASCOPE;1
PAIJAN;ASCOPE;1
RAZURI;ASCOPE;1
SANTIAGO DE CAO;ASCOPE;1
ACOCHACA;ASUNCION;1
CHACAS;ASUNCION;1
RAYMONDI;ATALAYA;1
SEPAHUA;ATALAYA;1
TAHUANIA;ATALAYA;1
YURUA;ATALAYA;1
AYABACA;AYABACA;1
FRIAS;AYABACA;1
JILILI;AYABACA;1
LAGUNAS;AYABACA;1
MONTERO;AYABACA;1
PACAIPAMPA;AYABACA;1
PAIMAS;AYABACA;1
SAPILLICA;AYABACA;1
SICCHEZ;AYABACA;1
SUYO;AYABACA;1
CAPAYA;AYMARAES;1
CARAYBAMBA;AYMARAES;1
CHALHUANCA;AYMARAES;1
CHAPIMARCA;AYMARAES;1
COLCABAMBA;AYMARAES;1
COTARUSE;AYMARAES;1
IHUAYLLO;AYMARAES;1
JUSTO APU SAHUARAURA;AYMARAES;1
LUCRE;AYMARAES;1
POCOHUANCA;AYMARAES;1
SA???AY;AYMARAES;1
SAN JUAN DE CHAC??;AYMARAES;1
SORAYA;AYMARAES;1
TAPAIRIHUA;AYMARAES;1
TINTAY;AYMARAES;1
TORAYA;AYMARAES;1
YANACA;AYMARAES;1
ACHAYA;AZANGARO;1
ARAPA;AZANGARO;1
ASILLO;AZANGARO;1
AZANGARO;AZANGARO;1
CAMINACA;AZANGARO;1
CHUPA;AZANGARO;1
JOSE DOMINGO CHOQUEHUANCA;AZANGARO;1
MU???A;AZANGARO;1
POTONI;AZANGARO;1
SAMAN;AZANGARO;1
SAN JOSE;AZANGARO;1
SAN JUAN DE SALINAS;AZANGARO;1
SANTIAGO DE PUPUJA;AZANGARO;1
TIRAPATA;AZANGARO;1
ARAMANGO;BAGUA;1
BAGUA;BAGUA;1
COPALLIN;BAGUA;1
EL PARCO;BAGUA;1
LA PECA;BAGUA;1
BARRANCA;BARRANCA;1
PARAMONGA;BARRANCA;1
SUPE;BARRANCA;1
SUPE PUERTO;BARRANCA;1
ALTO BIAVO;BELLAVISTA;1
BAJO BIAVO;BELLAVISTA;1
BELLAVISTA;BELLAVISTA;1
HUALLAGA;BELLAVISTA;1
SAN PABLO;BELLAVISTA;1
SAN RAFAEL;BELLAVISTA;1
BAMBAMARCA;BOLIVAR;1
BOLIVAR;BOLIVAR;1
CONDORMARCA;BOLIVAR;1
LONGOTEA;BOLIVAR;1
UCHUMARCA;BOLIVAR;1
UCUNCHA;BOLIVAR;1
ABELARDO PARDO LEZAMETA;BOLOGNESI;1
ANTONIO RAYMONDI;BOLOGNESI;1
AQUIA;BOLOGNESI;1
CAJACAY;BOLOGNESI;1
CANIS;BOLOGNESI;1
CHIQUIAN;BOLOGNESI;1
COLQUIOC;BOLOGNESI;1
HUALLANCA;BOLOGNESI;1
HUASTA;BOLOGNESI;1
HUAYLLACAYAN;BOLOGNESI;1
LA PRIMAVERA;BOLOGNESI;1
MANGAS;BOLOGNESI;1
PACLLON;BOLOGNESI;1
SAN MIGUEL DE CORPANQUI;BOLOGNESI;1
TICLLOS;BOLOGNESI;1
CHISQUILLA;BONGARA;1
CHURUJA;BONGARA;1
COROSHA;BONGARA;1
CUISPES;BONGARA;1
FLORIDA;BONGARA;1
JAZAN;BONGARA;1
JUMBILLA;BONGARA;1
SAN CARLOS;BONGARA;1
SHIPASBAMBA;BONGARA;1
VALERA;BONGARA;1
YAMBRASBAMBA;BONGARA;1
ASIA;CA???E;1
CALANGO;CA???E;1
CERRO AZUL;CA???E;1
CHILCA;CA???E;1
COAYLLO;CA???E;1
IMPERIAL;CA???E;1
LUNAHUANA;CA???E;1
MALA;CA???E;1
NUEVO IMPERIAL;CA???E;1
PACARAN;CA???E;1
QUILMANA;CA???E;1
SAN ANTONIO;CA???E;1
SAN LUIS;CA???E;1
SAN VICENTE DE CA???E;CA???E;1
SANTA CRUZ DE FLORES;CA???E;1
ZU???I;CA???E;1
CACHACHI;CAJABAMBA;1
CAJABAMBA;CAJABAMBA;1
CONDEBAMBA;CAJABAMBA;1
SITACOCHA;CAJABAMBA;1
ASUNCION;CAJAMARCA;1
CHETILLA;CAJAMARCA;1
COSPAN;CAJAMARCA;1
ENCA???A;CAJAMARCA;1
LLACANORA;CAJAMARCA;1
LOS BA???OS DEL IN;CAJAMARCA;1
MAGDALENA;CAJAMARCA;1
MATARA;CAJAMARCA;1
NAMORA;CAJAMARCA;1
SAN JUAN;CAJAMARCA;1
CAJATAMBO;CAJATAMBO;1
COPA;CAJATAMBO;1
GORGOR;CAJATAMBO;1
HUANCAPON;CAJATAMBO;1
MANAS;CAJATAMBO;1
CALCA;CALCA;1
LAMAY;CALCA;1
LARES;CALCA;1
PISAC;CALCA;1
SAN SALVADOR;CALCA;1
TARAY;CALCA;1
BELLAVISTA;CALLAO;1
CALLAO;CALLAO;1
CARMEN DE LA LEGUA REYNOSO;CALLAO;1
LA PERLA;CALLAO;1
LA PUNTA;CALLAO;1
VENTANILLA;CALLAO;1
CAMANA;CAMANA;1
JOSE MARIA QUIMPER;CAMANA;1
MARIANO NICOLAS VALCARCEL;CAMANA;1
MARISCAL CACERES;CAMANA;1
NICOLAS DE PIEROLA;CAMANA;1
OCO??;CAMANA;1
QUILCA;CAMANA;1
SAMUEL PASTOR;CAMANA;1
CHECCA;CANAS;1
KUNTURKANKI;CANAS;1
LANGUI;CANAS;1
PAMPAMARCA;CANAS;1
QUEHUE;CANAS;1
TUPAC AMARU;CANAS;1
YANAOCA;CANAS;1
CHECACUPE;CANCHIS;1
COMBAPATA;CANCHIS;1
MARANGANI;CANCHIS;1
PITUMARCA;CANCHIS;1
SAN PABLO;CANCHIS;1
SAN PEDRO;CANCHIS;1
SICUANI;CANCHIS;1
TINTA;CANCHIS;1
CAIRANI;CANDARAVE;1
CAMILACA;CANDARAVE;1
CANDARAVE;CANDARAVE;1
CURIBAYA;CANDARAVE;1
HUANUARA;CANDARAVE;1
QUILAHUANI;CANDARAVE;1
CANGALLO;CANGALLO;1
CHUSCHI;CANGALLO;1
LOS MOROCHUCOS;CANGALLO;1
MARIA PARADO DE BELLIDO;CANGALLO;1
PARAS;CANGALLO;1
TOTOS;CANGALLO;1
ARAHUAY;CANTA;1
CANTA;CANTA;1
HUAMANTANGA;CANTA;1
HUAROS;CANTA;1
LACHAQUI;CANTA;1
SAN BUENAVENTURA;CANTA;1
SANTA ROSA DE QUIVES;CANTA;1
AJOYANI;CARABAYA;1
AYAPATA;CARABAYA;1
COASA;CARABAYA;1
CORANI;CARABAYA;1
CRUCERO;CARABAYA;1
ITUATA;CARABAYA;1
MACUSANI;CARABAYA;1
OLLACHEA;CARABAYA;1
SAN GABAN;CARABAYA;1
USICAYOS;CARABAYA;1
ACARI;CARAVELI;1
ATICO;CARAVELI;1
ATIQUIPA;CARAVELI;1
BELLA UNION;CARAVELI;1
CAHUACHO;CARAVELI;1
CARAVELI;CARAVELI;1
CHALA;CARAVELI;1
CHAPARRA;CARAVELI;1
HUANUHUANU;CARAVELI;1
JAQUI;CARAVELI;1
LOMAS;CARAVELI;1
QUICACHA;CARAVELI;1
YAUCA;CARAVELI;1
ACOPAMPA;CARHUAZ;1
AMASHCA;CARHUAZ;1
ANTA;CARHUAZ;1
ATAQUERO;CARHUAZ;1
CARHUAZ;CARHUAZ;1
MARCARA;CARHUAZ;1
PARIAHUANCA;CARHUAZ;1
SAN MIGUEL DE ACO;CARHUAZ;1
SHILLA;CARHUAZ;1
TINCO;CARHUAZ;1
SAN LUIS;CARLOS FERMIN FITZCARRALD;1
SAN NICOLAS;CARLOS FERMIN FITZCARRALD;1
YAUYA;CARLOS FERMIN FITZCARRALD;1
BUENA VISTA ALTA;CASMA;1
CASMA;CASMA;1
COMANDANTE NOEL;CASMA;1
ANDAGUA;CASTILLA;1
APLAO;CASTILLA;1
AYO;CASTILLA;1
CHACHAS;CASTILLA;1
CHILCAYMARCA;CASTILLA;1
CHOCO;CASTILLA;1
HUANCARQUI;CASTILLA;1
MACHAGUAY;CASTILLA;1
ORCOPAMPA;CASTILLA;1
PAMPACOLCA;CASTILLA;1
TIPAN;CASTILLA;1
U???;CASTILLA;1
URACA;CASTILLA;1
VIRACO;CASTILLA;1
ARMA;CASTROVIRREYNA;1
AURAHUA;CASTROVIRREYNA;1
CAPILLAS;CASTROVIRREYNA;1
CHUPAMARCA;CASTROVIRREYNA;1
COCAS;CASTROVIRREYNA;1
HUACHOS;CASTROVIRREYNA;1
HUAMATAMBO;CASTROVIRREYNA;1
MOLLEPAMPA;CASTROVIRREYNA;1
SAN JUAN;CASTROVIRREYNA;1
SANTA ANA;CASTROVIRREYNA;1
TANTARA;CASTROVIRREYNA;1
TICRAPO;CASTROVIRREYNA;1
ACHOMA;CAYLLOMA;1
CABANACONDE;CAYLLOMA;1
CALLALLI;CAYLLOMA;1
CAYLLOMA;CAYLLOMA;1
CHIVAY;CAYLLOMA;1
COPORAQUE;CAYLLOMA;1
HUAMBO;CAYLLOMA;1
HUANCA;CAYLLOMA;1
ICHUPAMPA;CAYLLOMA;1
LARI;CAYLLOMA;1
LLUTA;CAYLLOMA;1
MACA;CAYLLOMA;1
MADRIGAL;CAYLLOMA;1
MAJES;CAYLLOMA;1
SAN ANTONIO DE CHUCA;CAYLLOMA;1
SIBAYO;CAYLLOMA;1
TAPAY;CAYLLOMA;1
TISCO;CAYLLOMA;1
TUTI;CAYLLOMA;1
YANQUE;CAYLLOMA;1
CELENDIN;CELENDIN;1
CHUMUCH;CELENDIN;1
CORTEGANA;CELENDIN;1
HUASMIN;CELENDIN;1
JORGE CHAVEZ;CELENDIN;1
JOSE GALVEZ;CELENDIN;1
LA LIBERTAD DE PALLAN;CELENDIN;1
MIGUEL IGLESIAS;CELENDIN;1
OXAMARCA;CELENDIN;1
SOROCHUCO;CELENDIN;1
SUCRE;CELENDIN;1
UTCO;CELENDIN;1
ASUNCION;CHACHAPOYAS;1
BALSAS;CHACHAPOYAS;1
CHACHAPOYAS;CHACHAPOYAS;1
CHETO;CHACHAPOYAS;1
CHILIQUIN;CHACHAPOYAS;1
CHUQUIBAMBA;CHACHAPOYAS;1
HUANCAS;CHACHAPOYAS;1
LA JALCA;CHACHAPOYAS;1
LEIMEBAMBA;CHACHAPOYAS;1
LEVANTO;CHACHAPOYAS;1
MAGDALENA;CHACHAPOYAS;1
MARISCAL CASTILLA;CHACHAPOYAS;1
MOLINOPAMPA;CHACHAPOYAS;1
MONTEVIDEO;CHACHAPOYAS;1
OLLEROS;CHACHAPOYAS;1
QUINJALCA;CHACHAPOYAS;1
SAN FRANCISCO DE DAGUAS;CHACHAPOYAS;1
SAN ISIDRO DE MAINO;CHACHAPOYAS;1
SOLOCO;CHACHAPOYAS;1
SONCHE;CHACHAPOYAS;1
CHANCHAMAYO;CHANCHAMAYO;1
PERENE;CHANCHAMAYO;1
PICHANAQUI;CHANCHAMAYO;1
SAN LUIS DE SHUARO;CHANCHAMAYO;1
SAN RAMON;CHANCHAMAYO;1
VITOC;CHANCHAMAYO;1
CHEPEN;CHEPEN;1
PACANGA;CHEPEN;1
PUEBLO NUEVO;CHEPEN;1
CAYALTI;CHICLAYO;1
CHICLAYO;CHICLAYO;1
CHONGOYAPE;CHICLAYO;1
ETEN;CHICLAYO;1
ETEN PUERTO;CHICLAYO;1
JOSE LEONARDO ORTIZ;CHICLAYO;1
LA VICTORIA;CHICLAYO;1
LAGUNAS;CHICLAYO;1
MONSEFU;CHICLAYO;1
NUEVA ARICA;CHICLAYO;1
OYOTUN;CHICLAYO;1
PATAPO;CHICLAYO;1
PICSI;CHICLAYO;1
PIMENTEL;CHICLAYO;1
POMALCA;CHICLAYO;1
PUCALA;CHICLAYO;1
REQUE;CHICLAYO;1
SA??;CHICLAYO;1
SANTA ROSA;CHICLAYO;1
TUMAN;CHICLAYO;1
ALTO LARAN;CHINCHA;1
CHAVIN;CHINCHA;1
CHINCHA ALTA;CHINCHA;1
CHINCHA BAJA;CHINCHA;1
EL CARMEN;CHINCHA;1
GROCIO PRADO;CHINCHA;1
PUEBLO NUEVO;CHINCHA;1
SAN JUAN DE YANAC;CHINCHA;1
SAN PEDRO DE HUACARPANA;CHINCHA;1
SUNAMPE;CHINCHA;1
TAMBO DE MORA;CHINCHA;1
AHUAYRO;CHINCHEROS;1
ANCO_HUALLO;CHINCHEROS;1
CHINCHEROS;CHINCHEROS;1
COCHARCAS;CHINCHEROS;1
EL PORVENIR;CHINCHEROS;1
HUACCANA;CHINCHEROS;1
LOS CHANKAS;CHINCHEROS;1
OCOBAMBA;CHINCHEROS;1
ONGOY;CHINCHEROS;1
RANRACANCHA;CHINCHEROS;1
ROCCHACC;CHINCHEROS;1
URANMARCA;CHINCHEROS;1
ANGUIA;CHOTA;1
CHADIN;CHOTA;1
CHALAMARCA;CHOTA;1
CHIGUIRIP;CHOTA;1
CHIMBAN;CHOTA;1
CHOROPAMPA;CHOTA;1
CHOTA;CHOTA;1
COCHABAMBA;CHOTA;1
CONCHAN;CHOTA;1
HUAMBOS;CHOTA;1
LAJAS;CHOTA;1
LLAMA;CHOTA;1
MIRACOSTA;CHOTA;1
PACCHA;CHOTA;1
PION;CHOTA;1
QUEROCOTO;CHOTA;1
SAN JUAN DE LICUPIS;CHOTA;1
TOCMOCHE;CHOTA;1
HUACULLANI;CHUCUITO;1
JULI;CHUCUITO;1
KELLUYO;CHUCUITO;1
PISACOMA;CHUCUITO;1
POMATA;CHUCUITO;1
ZEPITA;CHUCUITO;1
CAPACMARCA;CHUMBIVILCAS;1
CHAMACA;CHUMBIVILCAS;1
COLQUEMARCA;CHUMBIVILCAS;1
LIVITACA;CHUMBIVILCAS;1
LLUSCO;CHUMBIVILCAS;1
QUI???O;CHUMBIVILCAS;1
SANTO TOMAS;CHUMBIVILCAS;1
VELILLE;CHUMBIVILCAS;1
AHUAC;CHUPACA;1
CHONGOS BAJO;CHUPACA;1
CHUPACA;CHUPACA;1
HUACHAC;CHUPACA;1
HUAMANCACA CHICO;CHUPACA;1
SAN JUAN DE ISCOS;CHUPACA;1
TRES DE DICIEMBRE;CHUPACA;1
ANCO;CHURCAMPA;1
CHINCHIHUASI;CHURCAMPA;1
CHURCAMPA;CHURCAMPA;1
COSME;CHURCAMPA;1
EL CARMEN;CHURCAMPA;1
LA MERCED;CHURCAMPA;1
LOCROJA;CHURCAMPA;1
PACHAMARCA;CHURCAMPA;1
PAUCARBAMBA;CHURCAMPA;1
SAN MIGUEL DE MAYOCC;CHURCAMPA;1
SAN PEDRO DE CORIS;CHURCAMPA;1
ANDAMARCA;CONCEPCION;1
CHAMBARA;CONCEPCION;1
COCHAS;CONCEPCION;1
COMAS;CONCEPCION;1
CONCEPCION;CONCEPCION;1
HEROINAS TOLEDO;CONCEPCION;1
MANZANARES;CONCEPCION;1
MARISCAL CASTILLA;CONCEPCION;1
MATAHUASI;CONCEPCION;1
MITO;CONCEPCION;1
NUEVE DE JULIO;CONCEPCION;1
ORCOTUNA;CONCEPCION;1
SAN JOSE DE QUERO;CONCEPCION;1
SANTA ROSA DE OCOPA;CONCEPCION;1
ANDARAY;CONDESUYOS;1
CAYARANI;CONDESUYOS;1
CHICHAS;CONDESUYOS;1
CHUQUIBAMBA;CONDESUYOS;1
IRAY;CONDESUYOS;1
RIO GRANDE;CONDESUYOS;1
SALAMANCA;CONDESUYOS;1
YANAQUIHUA;CONDESUYOS;1
EL CENEPA;CONDORCANQUI;1
NIEVA;CONDORCANQUI;1
RIO SANTIAGO;CONDORCANQUI;1
CANOAS DE PUNTA SAL;CONTRALMIRANTE VILLAR;1
CASITAS;CONTRALMIRANTE VILLAR;1
ZORRITOS;CONTRALMIRANTE VILLAR;1
CHILETE;CONTUMAZA;1
CONTUMAZA;CONTUMAZA;1
CUPISNIQUE;CONTUMAZA;1
GUZMANGO;CONTUMAZA;1
SAN BENITO;CONTUMAZA;1
SANTA CRUZ DE TOLED;CONTUMAZA;1
TANTARICA;CONTUMAZA;1
YONAN;CONTUMAZA;1
CALLERIA;CORONEL PORTILLO;1
CAMPOVERDE;CORONEL PORTILLO;1
IPARIA;CORONEL PORTILLO;1
MANANTAY;CORONEL PORTILLO;1
MASISEA;CORONEL PORTILLO;1
NUEVA REQUENA;CORONEL PORTILLO;1
YARINACOCHA;CORONEL PORTILLO;1
ACO;CORONGO;1
BAMBAS;CORONGO;1
CORONGO;CORONGO;1
CUSCA;CORONGO;1
YANAC;CORONGO;1
YUPAN;CORONGO;1
CHALLHUAHUACHO;COTABAMBAS;1
COTABAMBAS;COTABAMBAS;1
COYLLURQUI;COTABAMBAS;1
HAQUIRA;COTABAMBAS;1
MARA;COTABAMBAS;1
TAMBOBAMBA;COTABAMBAS;1
CCORCA;CUSCO;1
POROY;CUSCO;1
SAN JERONIMO;CUSCO;1
SANTIAGO;CUSCO;1
SAYLLA;CUSCO;1
WANCHAQ;CUSCO;1
CALLAYUC;CUTERVO;1
CHOROS;CUTERVO;1
CUJILLO;CUTERVO;1
CUTERVO;CUTERVO;1
LA RAMADA;CUTERVO;1
PIMPINGOS;CUTERVO;1
QUEROCOTILLO;CUTERVO;1
SAN ANDRES DE CUTERVO;CUTERVO;1
SAN JUAN DE CUTERVO;CUTERVO;1
SAN LUIS DE LUCMA;CUTERVO;1
SANTA CRUZ;CUTERVO;1
SANTO DOMINGO DE LA CAPILLA;CUTERVO;1
SANTO TOMAS;CUTERVO;1
SOCOTA;CUTERVO;1
TORIBIO CASANOVA;CUTERVO;1
CHACAYAN;DANIEL ALCIDES CARRION;1
GOYLLARISQUIZGA;DANIEL ALCIDES CARRION;1
PAUCAR;DANIEL ALCIDES CARRION;1
SAN PEDRO DE PILLAO;DANIEL ALCIDES CARRION;1
SANTA ANA DE TUSI;DANIEL ALCIDES CARRION;1
TAPUC;DANIEL ALCIDES CARRION;1
VILCABAMBA;DANIEL ALCIDES CARRION;1
YANAHUANCA;DANIEL ALCIDES CARRION;1
ANDOAS;DATEM DEL MARA???;1
BARRANCA;DATEM DEL MARA???;1
CAHUAPANAS;DATEM DEL MARA???;1
MANSERICHE;DATEM DEL MARA???;1
MORONA;DATEM DEL MARA???;1
PASTAZA;DATEM DEL MARA???;1
CHUQUIS;DOS DE MAYO;1
LA UNION;DOS DE MAYO;1
MARIAS;DOS DE MAYO;1
PACHAS;DOS DE MAYO;1
QUIVILLA;DOS DE MAYO;1
RIPAN;DOS DE MAYO;1
SHUNQUI;DOS DE MAYO;1
SILLAPATA;DOS DE MAYO;1
YANAS;DOS DE MAYO;1
CAPAZO;EL COLLAO;1
CONDURIRI;EL COLLAO;1
ILAVE;EL COLLAO;1
PILCUYO;EL COLLAO;1
SANTA ROSA;EL COLLAO;1
AGUA BLANCA;EL DORADO;1
SAN JOSE DE SISA;EL DORADO;1
SAN MARTIN;EL DORADO;1
SANTA ROSA;EL DORADO;1
SHATOJA;EL DORADO;1
ALTO PICHIGUA;ESPINAR;1
CONDOROMA;ESPINAR;1
COPORAQUE;ESPINAR;1
ESPINAR;ESPINAR;1
OCORURO;ESPINAR;1
PALLPATA;ESPINAR;1
PICHIGUA;ESPINAR;1
SUYCKUTAMBO;ESPINAR;1
CA???AR;FERRE???A;1
FERRE???A;FERRE???A;1
INCAHUASI;FERRE???A;1
MANUEL ANTONIO MESONES MURO;FERRE???A;1
PUEBLO NUEVO;FERRE???A;1
CHOJATA;GENERAL SANCHEZ CERRO;1
COALAQUE;GENERAL SANCHEZ CERRO;1
ICHU??;GENERAL SANCHEZ CERRO;1
LA CAPILLA;GENERAL SANCHEZ CERRO;1
LLOQUE;GENERAL SANCHEZ CERRO;1
MATALAQUE;GENERAL SANCHEZ CERRO;1
OMATE;GENERAL SANCHEZ CERRO;1
PUQUINA;GENERAL SANCHEZ CERRO;1
QUINISTAQUILLAS;GENERAL SANCHEZ CERRO;1
UBINAS;GENERAL SANCHEZ CERRO;1
YUNGA;GENERAL SANCHEZ CERRO;1
CASCAS;GRAN CHIMU;1
MARMOT;GRAN CHIMU;1
SAYAPULLO;GRAN CHIMU;1
CHUQUIBAMBILLA;GRAU;1
CURASCO;GRAU;1
CURPAHUASI;GRAU;1
GAMARRA;GRAU;1
HUAYLLATI;GRAU;1
MAMARA;GRAU;1
MICAELA BASTIDAS;GRAU;1
PATAYPAMPA;GRAU;1
SAN ANTONIO;GRAU;1
SANTA ROSA;GRAU;1
TURPAY;GRAU;1
VILCABAMBA;GRAU;1
VIRUNDO;GRAU;1
CANCHABAMBA;HUACAYBAMBA;1
COCHABAMBA;HUACAYBAMBA;1
HUACAYBAMBA;HUACAYBAMBA;1
PINRA;HUACAYBAMBA;1
BAMBAMARCA;HUALGAYOC;1
CHUGUR;HUALGAYOC;1
HUALGAYOC;HUALGAYOC;1
ALTO SAPOSOA;HUALLAGA;1
EL ESLABON;HUALLAGA;1
PISCOYACU;HUALLAGA;1
SACANCHE;HUALLAGA;1
SAPOSOA;HUALLAGA;1
TINGO DE SAPOSOA;HUALLAGA;1
CHAVIN DE PARIARCA;HUAMALIES;1
JACAS GRANDE;HUAMALIES;1
JIRCAN;HUAMALIES;1
LLATA;HUAMALIES;1
MIRAFLORES;HUAMALIES;1
MONZON;HUAMALIES;1
PU???;HUAMALIES;1
PUNCHAO;HUAMALIES;1
SINGA;HUAMALIES;1
TANTAMAYO;HUAMALIES;1
ACOCRO;HUAMANGA;1
ACOS VINCHOS;HUAMANGA;1
ANDRES AVELINO CACERES DORREGARAY;HUAMANGA;1
AYACUCHO;HUAMANGA;1
CARMEN ALTO;HUAMANGA;1
CHIARA;HUAMANGA;1
JESUS NAZARENO;HUAMANGA;1
OCROS;HUAMANGA;1
PACAYCASA;HUAMANGA;1
QUINUA;HUAMANGA;1
SAN JOSE DE TICLLAS;HUAMANGA;1
SAN JUAN BAUTISTA;HUAMANGA;1
SANTIAGO DE PISCHA;HUAMANGA;1
SOCOS;HUAMANGA;1
TAMBILLO;HUAMANGA;1
VINCHOS;HUAMANGA;1
CARAPO;HUANCA SANCOS;1
SACSAMARCA;HUANCA SANCOS;1
SANCOS;HUANCA SANCOS;1
CANCHAQUE;HUANCABAMBA;1
EL CARMEN DE LA FRONTERA;HUANCABAMBA;1
HUANCABAMBA;HUANCABAMBA;1
HUARMACA;HUANCABAMBA;1
LALAQUIZ;HUANCABAMBA;1
SAN MIGUEL DE EL FAIQUE;HUANCABAMBA;1
SONDOR;HUANCABAMBA;1
SONDORILLO;HUANCABAMBA;1
COJATA;HUANCANE;1
HUANCANE;HUANCANE;1
INCHUPALLA;HUANCANE;1
PUSI;HUANCANE;1
ROSASPATA;HUANCANE;1
TARACO;HUANCANE;1
VILQUE CHICO;HUANCANE;1
ACOBAMBILLA;HUANCAVELICA;1
ACORIA;HUANCAVELICA;1
ASCENSION;HUANCAVELICA;1
CONAYCA;HUANCAVELICA;1
CUENCA;HUANCAVELICA;1
HUACHOCOLPA;HUANCAVELICA;1
HUANCAVELICA;HUANCAVELICA;1
HUANDO;HUANCAVELICA;1
HUAYLLAHUARA;HUANCAVELICA;1
IZCUCHACA;HUANCAVELICA;1
LARIA;HUANCAVELICA;1
