CONSORCIO FAHE SOCIEDAD ANONIMA CERRADA;4
CONSORCIO FORTALEZA PERU;4
CONSORCIO GABRIEL;1
CONSORCIO GAIA;3
CONSORCIO GIVAL;3
CONSORCIO GJ;4
CONSORCIO GLOBAL;1
CONSORCIO GLOBAL FOODS;3
CONSORCIO GOLDEN FOOD;1
CONSORCIO GRUPO ALPRONUT;1
CONSORCIO GRUPO COILA;1
CONSORCIO GRUPO CORPERU;1
CONSORCIO GRUPO DYH;3
CONSORCIO GRUPO EDEN FOOD;1
CONSORCIO GRUPO EDEN FOODS;3
CONSORCIO GRUPO EXON;3
CONSORCIO GRUPO GABRIEL;1
CONSORCIO GRUPO GABRIEL E HIJOS;3
CONSORCIO GRUPO GRAMIX;1
CONSORCIO GRUPO JMA PERU;1
CONSORCIO GRUPO MARKETING ALIMENTARIA SAC;4
CONSORCIO GRUPO TASAYCO;3
CONSORCIO GUNTHER;1
CONSORCIO HILMART;3
CONSORCIO HORIZONTE;3
CONSORCIO HORUS;3
CONSORCIO IDP;3
CONSORCIO IHM;4
CONSORCIO IKIGAI;4
CONSORCIO ILLARY ANDINA;4
CONSORCIO INAMBU I;3
CONSORCIO INAMBU II;1
CONSORCIO INCAWALK;3
CONSORCIO INDUSTRIA DE ALIMENTOS A Y M;3
CONSORCIO INDUSTRIAL SALINAS;1
CONSORCIO INDUSTRIAS DEL PESCADO;1
CONSORCIO INTI;1
CONSORCIO INTIMPA;1
CONSORCIO INVERFOOD;3
CONSORCIO INVERSIONES Y SERVICIOS SANVEL SAC E INVERSIONES KATHYMAR SAC;1
CONSORCIO ISCA;4
CONSORCIO JIMAR;4
CONSORCIO JIREH;3
CONSORCIO JOSE OLAYA;3
CONSORCIO KUNTUR WASSI;1
CONSORCIO KUSKA;4
CONSORCIO LA AURORA;1
CONSORCIO LA CUMBRE;3
CONSORCIO LA DESPENSA;4
CONSORCIO LA FRONTERA;3
CONSORCIO LA MAR;1
CONSORCIO LA PACCHA;4
CONSORCIO LAS DELICIAS;1
CONSORCIO LAURA;1
CONSORCIO LIMA SUR;3
CONSORCIO LIMAFOODS;1
CONSORCIO LOGISTICA DELIKATH;3
CONSORCIO LT;3
CONSORCIO LUGOS;3
CONSORCIO LUZ DEL SOL;3
CONSORCIO MAV;4
CONSORCIO MAYNAS;4
CONSORCIO MDO;4
CONSORCIO MEGA;3
CONSORCIO MEGALOGISTICA;1
CONSORCIO MI CILITA;3
CONSORCIO MILAGROS;3
CONSORCIO MILAGROS DE JESUS;3
CONSORCIO MILAGROSO SAN LORENZO;1
CONSORCIO MITMAR;1
CONSORCIO MOLINA;1
CONSORCIO MOVA;4
CONSORCIO MULTIVENTAS JESUS;1
CONSORCIO MUSHUQ WARAY;3
CONSORCIO NAUNET;3
CONSORCIO NAZARENO;4
CONSORCIO NEGODAI;4
CONSORCIO NORPERUANO;4
CONSORCIO NTPUMASAC;1
CONSORCIO NUEVA VIDA I;3
CONSORCIO NUEVA VIDA III;1
CONSORCIO NUEVO AMANECER;4
CONSORCIO NUTRIARBOL;3
CONSORCIO NUTRIFAR;3
CONSORCIO NUTRIFAR 1;1
CONSORCIO NUTRIFAR 2;1
CONSORCIO NUTRIFOODS;4
CONSORCIO NUTRITEC;4
CONSORCIO NUTRIWIKAS;1
CONSORCIO OH!DELIS;1
CONSORCIO OMAGUA;1
CONSORCIO ONDAC;1
CONSORCIO OPERADOR LOGISTICO DEL NORTE;3
CONSORCIO OPERADORES LOGISTICOS;4
CONSORCIO OROPESA ALIMENTOS;3
CONSORCIO PADRE ETERNO;4
CONSORCIO PAKAMUROS;1
CONSORCIO PEDREGAL;3
CONSORCIO PERUCASH;1
CONSORCIO PILLCO MOZO;4
CONSORCIO PROA CORPORATION;1
CONSORCIO PUMA SAC;3
CONSORCIO PUMASAC;1
CONSORCIO QUALITY;3
CONSORCIO QUALITY COMPANY;4
CONSORCIO R & S;1
CONSORCIO R&L;3
CONSORCIO R&S;3
CONSORCIO RENACER;1
CONSORCIO RENACER 1;3
CONSORCIO ROLIT;4
CONSORCIO ROYERS;4
CONSORCIO S & R;4
CONSORCIO SAJOR;1
CONSORCIO SALINAS AREDO;3
CONSORCIO SALINASCORP;1
CONSORCIO SAN ANTONIO DE PADUA;4
CONSORCIO SAN CRISTOBAL;3
CONSORCIO SAN CRISTOBAL 1;3
CONSORCIO SAN EXPEDITO;4
CONSORCIO SAN FRANCISCO PISCO;1
CONSORCIO SAN FRANCISCO PISCO II;3
CONSORCIO SAN GABRIEL;4
CONSORCIO SAN LORENZO;3
CONSORCIO SAN MARTIN DE PORRES;1
CONSORCIO SAN MARTIN DE PORRES I;73
CONSORCIO SAN MIGUEL;4
CONSORCIO SANTA FE;1
CONSORCIO SANTA MARIA;1
CONSORCIO SANTA ROSA;3
CONSORCIO SANTA ROSA DE LIMA;4
CONSORCIO SANTO CRISTO DE BAGAZAN;4
CONSORCIO SANVEL;3
CONSORCIO SEBASTIAN;3
CONSORCIO SHIRAMBARI;3
CONSORCIO SIWAR;3
CONSORCIO SOAN FOODS;4
CONSORCIO SOAND;3
CONSORCIO STARPERU;3
CONSORCIO SUAREZ;4
CONSORCIO SUYAY;3
CONSORCIO SVD;1
CONSORCIO TASAYCO;4
CONSORCIO TOMASITA;1
CONSORCIO TOMAY QUICHWA;4
CONSORCIO TPS;3
CONSORCIO TRAZA FOODS;3
CONSORCIO TRES MARIAS;3
CONSORCIO TROPICAL;3
CONSORCIO TUPAC AMARU;3
CONSORCIO UNION;3
CONSORCIO UNIVERSAL;1
CONSORCIO VALEMIA;1
CONSORCIO VALLEJO;3
CONSORCIO VEGA;1
CONSORCIO VICTORIA;3
CONSORCIO VICTORIO;3
CONSORCIO VIRGEN DE CHAPI 2;1
CONSORCIO VITAL FOOD;1
CONSORCIO VITAL NUTRITION;3
CONSORCIO VRAE;3
CONSORCIO WAYRA;4
CONSORCIO ZADEPA;1
CORPORACION ALIMENTARIA HUANCAVELICA S.A.C.;4
CORPORACION BEGANX S.A.C.;4
CORPORACION GRANIX  E.I.R.L.;4
CORPORACION INCAWALK S.A.C.;1
CORPORACION SALAS & GALLEGOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;1
CORPORACION VIRGEN DE LA NATIVIDAD S.A.C.;1
CRUZ JIMENEZ GIOVANA MARIA;1
DELISUYOS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;1
DIAZ PORTILLA DIANA LEONOR;3
DISTRIBUCIONES MARIA KAROLINA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;4
DISTRIBUIDORA Y COMERCIALIZADORA GRAN SAN LUIS E.I.R.L.;1
DSM CORPORACION EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;1
EMPRESA CCORIMANYA ESCALANTE COMPANY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-CCORESCO E.I.R.L;1
FUSEEX INDUSTRIAL E.I.R.L.;1
G & V GESTION Y PROVISION DE ALIMENTOS EIRL;1
GROUP INVERSIONES JUDOGA EIRL;4
HOLDING ALIMENTARIO ANDINO SOCIEDAD ANONIMA CERRADA;4
INDUSTRIAS ALIMENTARIAS SAN JUAN S.A.C.;4
INDUSTRIAS D'VIDA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - INDUSTRIAS D'VIDA E.I.R.L.;4
INVERSIONES FORTIFOODS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;3
INVERSIONES LY S.A.C.;1
INVERSIONES VAYRA SOCIEDAD ANONIMA CERRADA;1
JIMENEZ MENDOZA MILAGROS ZELENY;1
JOSFRANC SOCIEDAD ANONIMA CERRADA;1
L & T SERVICIOS INTEGRALES S.A.C.;1
LIGHT FOOD COMPANY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA-LIGHT FOOD COMPANY S.R.L.;1
LOPEZ MENDOZA MERCY DIANA LISSETTE;1
LUNA ESCOBAR MIGUEL RUBEN;4
MAKING LOGISTIC S.A.C.;1
MAMANI ADCCO JUANA;3
MANCHEGO RODRIGUEZ ISABEL MARIA;1
nan;939
NIISA CORPORATION S.A.;1
PALOMA NIDITO DE AMOR E.I.R.L.;4
PERUNIC DEL ORIENTE S.A.C.;3
PROCESADORA DE ALIMENTOS WARPA S.A.C;3
PRODUCCIONES Y DISTRIBUIDORA WILQUI   E.I.R.L.;1
PRODUCTOS Y SERVICIOS V&A EIRL;1
RAMIREZ LUCERO SANTOS HORACIO;1
REPRESENTACIONES VIRGEN DE LAS NIEVES S.A.C.;4
RUIZ CHAVEZ CAROLINA;3
SAAVEDRA RUIZ ALINA;1
SARLIK S.R.L.;1
SDH SEÑOR DE HUANCA SOCIEDAD ANONIMA CERRADA;1
SERVICIOS E INVERSIONES LIVA E.I.R.L.;4
TAMBO GRANDE S.A.C;1
TIERRA FERTIL SERVICIOS GENERALES ALIMENTICIOS G Y F SOCIEDAD ANONIMA CERRADA;3
TORRES SILVA NILTON;1
TRUJILLO JARA JHUSTIN PAUL;1
VERA AMAO IVETTE KATHERINE;4
W & C SAN JUAN ALMACENES S.A.C.;4
